t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
124.89,490,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.631754580229104,False,1.5704599618911743,-0.900662899017334,-25.730440139770508,,,,102.58,False,,,"{""telemetry"": 0.9, ""graph"": 138.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
125.11,491,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,4.646722159803958,False,1.5719242095947266,-0.9014724493026733,-25.71541404724121,,,,103.42,False,,,"{""telemetry"": 0.8, ""graph"": 157.4}",False,,,,,,,,,0.002,3.54,0.76,False,0.0,25.61,0.76,False,0.0,44.82,0.76,False
125.292,492,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.659073979904743,False,1.5728721618652344,-0.9015854001045227,-25.713680267333984,,,,103.89,False,,,"{""telemetry"": 1.0, ""graph"": 139.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.017,False,0.0,,0.004,False,0.0,,0.047,False
125.462,493,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.590914984660993,False,1.5677410364151,-0.878023624420166,-25.844581604003906,,,,106.5,False,,,"{""telemetry"": 0.7, ""graph"": 108.5}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
125.659,494,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.4722836035072735,False,1.5585596561431885,-0.8381744623184204,-25.903390884399414,,,,120.63,False,,,"{""telemetry"": 0.7, ""graph"": 106.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
125.839,495,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.474048274549929,False,1.5506280660629272,-0.8033198714256287,-25.871675491333008,,,,140.06,False,,,"{""telemetry"": 0.7, ""graph"": 85.4}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
126.04,496,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.498669267959051,False,1.5431557893753052,-0.7698178291320801,-25.837200164794922,,,,165.69,False,,,"{""telemetry"": 0.8, ""graph"": 85.9}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
126.253,497,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.519008697834971,False,1.5371967554092407,-0.7428050637245178,-25.80840301513672,,,,-169.81,False,,,"{""telemetry"": 0.9, ""graph"": 98.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
126.435,498,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.539832863434773,False,1.5331802368164062,-0.7246177792549133,-25.784027099609375,,,,-159.16,False,,,"{""telemetry"": 1.3, ""graph"": 79.9}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
126.65,499,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.553224330353332,False,1.5295721292495728,-0.7083339095115662,-25.765880584716797,,,,-153.64,False,,,"{""telemetry"": 0.8, ""graph"": 95.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
126.829,500,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.563842644799127,False,1.5272982120513916,-0.6981103420257568,-25.75371742248535,,,,-151.57,False,,,"{""telemetry"": 0.9, ""graph"": 73.8}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
127.063,501,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.573545234009431,False,1.5250204801559448,-0.6878929734230042,-25.733198165893555,,,,-149.07,False,,,"{""telemetry"": 0.8, ""graph"": 107.9}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
127.228,502,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.59759157423288,False,1.523850679397583,-0.6826244592666626,-25.71196174621582,,,,-138.99,False,,,"{""telemetry"": 0.8, ""graph"": 72.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
127.442,503,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.609885803212555,False,1.5226824283599854,-0.6773836016654968,-25.698585510253906,,,,-116.76,False,,,"{""telemetry"": 1.0, ""graph"": 86.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
127.659,504,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.618556567938783,False,1.5218147039413452,-0.6735443472862244,-25.688396453857422,,,,-90.34,False,,,"{""telemetry"": 1.1, ""graph"": 102.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
127.849,505,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.62589122786678,False,1.521221399307251,-0.6709681749343872,-25.679218292236328,,,,-73.84,False,,,"{""telemetry"": 0.9, ""graph"": 92.4}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
128.049,506,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.63813560694574,False,1.5207452774047852,-0.6689331531524658,-25.666616439819336,,,,-70.59,False,,,"{""telemetry"": 0.9, ""graph"": 92.9}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
128.257,507,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.643278990595469,False,1.5203837156295776,-0.6674029231071472,-25.662464141845703,,,,-76.89,False,,,"{""telemetry"": 0.9, ""graph"": 100.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
128.457,508,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.646090378339232,False,1.520121693611145,-0.6662951707839966,-25.659454345703125,,,,-83.46,False,,,"{""telemetry"": 0.8, ""graph"": 101.0}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
128.657,509,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.648903088847238,False,1.5199222564697266,-0.665451169013977,-25.651527404785156,,,,-86.36,False,,,"{""telemetry"": 0.7, ""graph"": 100.8}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
128.905,510,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.663824824683092,False,1.5197724103927612,-0.6648150682449341,-25.63468360900879,,,,-87.54,False,,,"{""telemetry"": 0.8, ""graph"": 148.1}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
129.122,511,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.677773598327275,False,1.519660472869873,-0.6643394827842712,-25.620649337768555,,,,-88.06,False,,,"{""telemetry"": 0.9, ""graph"": 163.7}",False,,,,,,,,,0.0,66.18,0.993,False,0.0,46.78,0.993,False,0.002,5.29,0.993,False
129.304,512,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.689301891407371,False,1.5195844173431396,-0.6640166640281677,-25.6096248626709,,,,-88.46,False,,,"{""telemetry"": 0.7, ""graph"": 145.9}",False,,,,,,,,,0.002,9.19,1.0,False,0.001,57.75,1.0,False,0.0,80.96,1.0,False
129.453,513,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.702799285219732,False,1.5195175409317017,-0.6637314558029175,-25.594650268554688,,,,-92.41,False,,,"{""telemetry"": 0.7, ""graph"": 94.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
129.656,514,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.7124578702662125,False,1.5194698572158813,-0.6635261178016663,-25.581525802612305,,,,-97.26,False,,,"{""telemetry"": 0.6, ""graph"": 97.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
129.856,515,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.7415379329224,False,1.5194348096847534,-0.6633737683296204,-25.544588088989258,,,,-89.57,False,,,"{""telemetry"": 0.7, ""graph"": 97.0}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
130.058,516,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.762523015096547,False,1.5194088220596313,-0.6632592082023621,-25.531631469726562,,,,-70.72,False,,,"{""telemetry"": 0.7, ""graph"": 98.8}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
130.291,517,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.7703869061454345,False,1.5193873643875122,-0.6631641983985901,-25.52323341369629,,,,-42.85,False,,,"{""telemetry"": 1.1, ""graph"": 131.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
130.458,518,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.776482000932086,False,1.5193740129470825,-0.6631119251251221,-25.518199920654297,,,,-20.34,False,,,"{""telemetry"": 1.3, ""graph"": 97.5}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
130.648,519,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.781493685229396,False,1.5193641185760498,-0.6630663871765137,-25.51344108581543,,,,4.5,False,,,"{""telemetry"": 0.9, ""graph"": 88.2}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
130.84,520,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.788266830688816,False,1.519356608390808,-0.6630319356918335,-25.502893447875977,,,,19.61,False,,,"{""telemetry"": 0.9, ""graph"": 80.0}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
131.069,521,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.804189394471589,False,1.5193476676940918,-0.6630012392997742,-25.48394203186035,,,,27.46,False,,,"{""telemetry"": 0.8, ""graph"": 108.5}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
131.268,522,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.818384698666876,False,1.5193400382995605,-0.6629818081855774,-25.470678329467773,,,,30.33,False,,,"{""telemetry"": 1.1, ""graph"": 107.1}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
131.501,523,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.829897947243009,False,1.5193372964859009,-0.6629674434661865,-25.459983825683594,,,,31.63,False,,,"{""telemetry"": 1.1, ""graph"": 140.2}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
131.749,524,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.8389892253247275,False,1.5193372964859009,-0.6629544496536255,-25.449583053588867,,,,32.32,False,,,"{""telemetry"": 0.7, ""graph"": 187.4}",False,,,,,,,,,0.001,6.39,0.924,False,0.0,58.75,0.924,False,0.0,76.14,0.924,False
131.921,525,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.846536399439201,False,1.5193372964859009,-0.6629471778869629,-25.4409236907959,,,,32.93,False,,,"{""telemetry"": 0.7, ""graph"": 159.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
132.055,526,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.859515740230995,False,1.5193372964859009,-0.6629407405853271,-25.426490783691406,,,,36.57,False,,,"{""telemetry"": 1.4, ""graph"": 92.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
132.268,527,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.874851607735495,False,1.5193372964859009,-0.6629365682601929,-25.40890121459961,,,,39.28,False,,,"{""telemetry"": 0.8, ""graph"": 105.2}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
132.511,528,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.889176406677625,False,1.5193372964859009,-0.6629328727722168,-25.395877838134766,,,,40.35,False,,,"{""telemetry"": 1.1, ""graph"": 148.0}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
132.711,529,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.900649051794191,False,1.5193372964859009,-0.6629287600517273,-25.384065628051758,,,,40.9,False,,,"{""telemetry"": 0.9, ""graph"": 147.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
132.915,530,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.909990548678989,False,1.5193372964859009,-0.6629272699356079,-25.374906539916992,,,,41.13,False,,,"{""telemetry"": 1.0, ""graph"": 151.9}",False,,,,,,,,,0.001,15.5,0.689,False,0.0,59.95,0.37,False,0.0,123.04,0.76,False
133.133,531,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.917616203371529,False,1.5193372964859009,-0.6629272699356079,-25.363967895507812,,,,41.73,False,,,"{""telemetry"": 0.8, ""graph"": 169.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
133.277,532,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.930996628254983,False,1.5193372964859009,-0.6629272699356079,-25.34895896911621,,,,45.29,False,,,"{""telemetry"": 1.1, ""graph"": 112.3}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
133.471,533,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.94636916945446,False,1.5193372964859009,-0.6629272699356079,-25.332706451416016,,,,47.51,False,,,"{""telemetry"": 0.8, ""graph"": 106.9}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
133.74,534,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,4.9604965399117145,False,1.5193372964859009,-0.6629272699356079,-25.318815231323242,,,,48.54,False,,,"{""telemetry"": 1.1, ""graph"": 175.3}",False,,,,,,,,,0.004,4.06,0.845,False,0.0,35.82,0.845,False,0.0,45.9,0.845,False
133.937,535,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.972152734122355,False,1.5196136236190796,-0.6626105904579163,-25.317365646362305,,,,49.09,False,,,"{""telemetry"": 0.6, ""graph"": 172.2}",False,,,,,,,,,0.001,11.01,1.0,False,0.0,76.38,1.0,False,0.0,89.96,1.0,False
134.106,536,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.905033727653835,False,1.5337393283843994,-0.6464166641235352,-25.437883377075195,,,,50.7,False,,,"{""telemetry"": 0.7, ""graph"": 140.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
134.264,537,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.827487094160009,False,1.5606005191802979,-0.6157827377319336,-25.46458625793457,,,,54.84,False,,,"{""telemetry"": 0.7, ""graph"": 99.1}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
134.468,538,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.848850590554025,False,1.5877718925476074,-0.5852681398391724,-25.447416305541992,,,,57.36,False,,,"{""telemetry"": 1.0, ""graph"": 102.7}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
134.741,539,slm,TOWNSIM_INI,1,evasive,EVADIR_DERECHA,0,4.8667774970890765,False,1.6107617616653442,-0.5596547722816467,-25.43378257751465,,,,58.46,False,,,"{""telemetry"": 0.8, ""graph"": 174.3}",False,,,,,,,,,0.007,2.42,0.65,True,0.002,19.29,0.65,False,0.0,32.88,0.65,False
134.914,540,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.88137726271123,False,1.6256849765777588,-0.5430254936218262,-25.430789947509766,,,,58.93,False,,,"{""telemetry"": 0.7, ""graph"": 147.1}",False,,,,,,,,,0.002,36.18,0.239,False,0.0,8.84,0.239,False,0.0,20.87,0.239,False
135.109,541,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,4.8152019089799,False,1.6497859954833984,-0.5100714564323425,-25.555419921875,,,,60.62,False,,,"{""telemetry"": 0.7, ""graph"": 142.6}",True,2199.9,False,False,True,,"{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",9,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
135.398,542,slm,TOWNSIM_INI,1,deliberative,GANAR_ALTURA,0,4.7422868996583105,False,1.6812387704849243,-0.4638485014438629,-25.580135345458984,,,,64.61,False,,,"{""telemetry"": 0.7, ""graph"": 100.1}",True,3968.4,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: SIN EVIDENCIA (confianza baja)
- CENTRO: SIN EVIDENCIA (confianza baja)
- DERECHA: SIN EVIDENCIA (confianza baja)

ATASCO: 1 ciclos sin progresar hacia el waypoint.
Escapes verticales ya intentados en este atasco: 0.
OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 4.8m hacia Derecha (+127°)
- Altitud actual: 25.5m (Cota maxima de escape: 30.0m)

INSTRUCCION:
Elegi la macro_action que mejor resuelva el atasco a partir del panorama mostrado.
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto citando el rumbo>""}","{""macro_action"": ""GANAR_ALTURA"", ""rationale"": ""Todos los rumbos muestran estructuras, lo que sugiere la posibilidad de sobrevolar para encontrar una salida.""}",10,photo-20260903T150954.175Z.png;photo-20260903T150955.963Z.png;photo-20260903T150958.162Z.png;photo-20260903T151000.355Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
135.493,543,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,4.768894637557997,False,1.7140092849731445,-0.4155449867248535,-25.560949325561523,,,,67.44,False,,,"{""telemetry"": 0.7, ""graph"": 91.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
135.71,544,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,4.787703510182689,False,1.7381548881530762,-0.3803772032260895,-25.548688888549805,,,,72.0,False,,,"{""telemetry"": 1.3, ""graph"": 107.3}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
135.892,545,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,4.799814165106554,False,1.7543641328811646,-0.357863187789917,-25.543407440185547,,,,77.27,False,,,"{""telemetry"": 1.4, ""graph"": 88.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
136.129,546,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,4.807180984196952,False,1.7712911367416382,-0.33673423528671265,-25.540891647338867,,,,85.05,False,,,"{""telemetry"": 1.1, ""graph"": 125.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
136.314,547,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,4.811545421401982,False,1.7812237739562988,-0.32593122124671936,-25.540985107421875,,,,91.04,False,,,"{""telemetry"": 1.4, ""graph"": 110.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
136.502,548,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.813790137998456,False,1.7898701429367065,-0.3172685503959656,-25.542158126831055,,,,97.66,False,,,"{""telemetry"": 1.0, ""graph"": 97.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
136.709,549,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.814721334035349,False,1.796768307685852,-0.30995213985443115,-25.54171371459961,,,,104.57,False,,,"{""telemetry"": 0.7, ""graph"": 104.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
136.896,550,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.8198613402504,False,1.8009942770004272,-0.3047946095466614,-25.53769874572754,,,,109.78,False,,,"{""telemetry"": 0.8, ""graph"": 91.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
137.108,551,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.8244665561331885,False,1.8042500019073486,-0.30044832825660706,-25.533924102783203,,,,114.61,False,,,"{""telemetry"": 0.7, ""graph"": 103.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
137.297,552,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.828189423631593,False,1.8064031600952148,-0.29738906025886536,-25.53099822998047,,,,118.46,False,,,"{""telemetry"": 0.8, ""graph"": 91.6}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
137.495,553,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.831266514653852,False,1.8079893589019775,-0.2950240969657898,-25.528486251831055,,,,121.94,False,,,"{""telemetry"": 0.7, ""graph"": 89.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
137.709,554,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,4.833795253330454,False,1.8092248439788818,-0.29309338331222534,-25.526161193847656,,,,125.34,False,,,"{""telemetry"": 1.3, ""graph"": 102.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
